firstname;lastname;IBAN;category;amount;name;description;date
Laura;Succamore;BE06 8908 3856 3249;Sports;160,84;Pacocha-Wisozk;sodales scelerisque mauris sit amet eros suspendisse accumsan;25/10/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-264,09;Ferry, Cormier and Barton;volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo;1/12/2020
Laura;Succamore;BE06 8908 3856 3249;Automotive;393,58;Tromp, Daniel and Klocko;ligula suspendisse ornare consequat lectus in est;20/12/2020
Laura;Succamore;BE06 8908 3856 3249;Computers;-460,29;Ankunding-Conroy;mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed;26/07/2020
Laura;Succamore;BE06 8908 3856 3249;Books;240,98;Shanahan Inc;vel augue vestibulum ante ipsum;16/05/2020
Laura;Succamore;BE06 8908 3856 3249;Books;-263,6;Lehner Group;nisl duis ac nibh fusce lacus purus;22/02/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;191,58;Thiel, Hoeger and Gleason;massa donec dapibus duis at velit;23/02/2020
Laura;Succamore;BE06 8908 3856 3249;Computers;254,43;Abbott-McDermott;phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae;28/12/2020
Laura;Succamore;BE06 8908 3856 3249;Games;-380,16;Fadel-Mante;duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus;26/01/2021
Laura;Succamore;BE06 8908 3856 3249;Tools;-1.273,18;Bosco-West;quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie;4/12/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;-1.260,08;Schroeder LLC;nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat;23/04/2020
Laura;Succamore;BE06 8908 3856 3249;Industrial;488,33;Blanda, Price and Williamson;vestibulum ante ipsum primis in faucibus orci luctus et;3/12/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-263,09;Fritsch-Williamson;ligula sit amet eleifend;23/08/2020
Laura;Succamore;BE06 8908 3856 3249;Computers;65,87;Eichmann, Gulgowski and Deckow;orci eget orci vehicula condimentum curabitur in libero ut;3/12/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;-1.148,82;Wolf, Bruen and Schiller;in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque;23/02/2021
Laura;Succamore;BE06 8908 3856 3249;Industrial;-1.061,88;Durgan-Cassin;montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum;6/06/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-895,93;Kerluke and Sons;morbi porttitor lorem id ligula suspendisse ornare;16/08/2020
Laura;Succamore;BE06 8908 3856 3249;Automotive;32,8;Lueilwitz, Bahringer and Wintheiser;faucibus orci luctus et ultrices posuere cubilia curae;23/10/2020
Laura;Succamore;BE06 8908 3856 3249;Toys;-1.216,79;Corwin-Dicki;aliquet massa id lobortis convallis tortor risus dapibus augue;2/08/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;33,4;Carroll, Turner and Hane;erat vestibulum sed magna at nunc commodo placerat praesent;16/08/2020
Laura;Succamore;BE06 8908 3856 3249;Beauty;-336,53;Ward LLC;aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi;20/06/2020
Laura;Succamore;BE06 8908 3856 3249;Baby;-739;Koepp-Erdman;molestie hendrerit at vulputate vitae;21/04/2020
Laura;Succamore;BE06 8908 3856 3249;Sports;-726,31;King-Macejkovic;semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam;3/02/2021
Laura;Succamore;BE06 8908 3856 3249;Movies;-1.135,02;Greenholt Inc;habitasse platea dictumst etiam faucibus cursus urna ut tellus;31/10/2020
Laura;Succamore;BE06 8908 3856 3249;Movies;-492,76;Hilll-Murphy;aliquet massa id lobortis convallis tortor risus dapibus;13/04/2020
Laura;Succamore;BE06 8908 3856 3249;Shoes;-735,49;Heller, Erdman and Pacocha;posuere cubilia curae nulla dapibus dolor vel est donec;29/01/2020
Laura;Succamore;BE06 8908 3856 3249;Toys;142,63;Welch, Johns and Johns;vivamus in felis eu sapien cursus;2/02/2020
Laura;Succamore;BE06 8908 3856 3249;Computers;-455,9;Moen-Hoppe;adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut;12/12/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-750,72;Toy, Cormier and Lang;fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque;14/10/2020
Laura;Succamore;BE06 8908 3856 3249;Jewelery;-84,69;Klocko, Connelly and Graham;tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac;21/02/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-267,39;Smitham Group;duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis;4/12/2020
Laura;Succamore;BE06 8908 3856 3249;Games;-1.138,57;Buckridge, Jacobi and Anderson;ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet;12/01/2020
Laura;Succamore;BE06 8908 3856 3249;Tools;-926,63;Runte, O'Keefe and Lind;libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc;11/05/2020
Laura;Succamore;BE06 8908 3856 3249;Books;359,87;Murphy LLC;posuere felis sed lacus morbi sem mauris;22/07/2020
Laura;Succamore;BE06 8908 3856 3249;Sports;203,45;Hermiston Group;mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac;15/08/2020
Laura;Succamore;BE06 8908 3856 3249;Shoes;-1.087,65;Ebert-Hickle;fermentum justo nec condimentum neque sapien placerat ante;4/07/2020
Laura;Succamore;BE06 8908 3856 3249;Garden;-44,78;Keebler LLC;ligula vehicula consequat morbi a ipsum integer a nibh in quis justo;15/08/2020
Laura;Succamore;BE06 8908 3856 3249;Beauty;-470,09;Runolfsdottir, Harvey and VonRueden;sit amet erat nulla tempus;12/07/2020
Laura;Succamore;BE06 8908 3856 3249;Tools;-549,85;Bednar, Zulauf and DuBuque;eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut;29/11/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-1.178,00;Braun-Bins;vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec;4/01/2021
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-551,77;Frami, Predovic and Smith;pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus;27/01/2020
Laura;Succamore;BE06 8908 3856 3249;Electronics;-407,4;Ankunding and Sons;porta volutpat erat quisque erat eros;11/04/2020
Laura;Succamore;BE06 8908 3856 3249;Home;-305,62;Schulist-Christiansen;augue luctus tincidunt nulla mollis molestie lorem quisque ut erat;29/09/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-940,02;Champlin-D'Amore;at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent;24/08/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;97,15;Swaniawski Inc;sapien iaculis congue vivamus metus;19/06/2020
Laura;Succamore;BE06 8908 3856 3249;Beauty;300,19;Kshlerin, Boyer and Stamm;viverra eget congue eget semper rutrum nulla nunc purus phasellus in;7/05/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-1.066,79;Grady-Ferry;eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus;28/03/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-993,7;Quitzon-Ullrich;at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non;11/05/2020
Laura;Succamore;BE06 8908 3856 3249;Beauty;-786,81;Wiza, Powlowski and Donnelly;vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue;7/02/2020
Laura;Succamore;BE06 8908 3856 3249;Home;-1.088,09;Oberbrunner Inc;rhoncus mauris enim leo rhoncus sed vestibulum sit amet;31/05/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-366,78;Christiansen-Lemke;quis orci nullam molestie nibh in lectus;1/05/2020
Laura;Succamore;BE06 8908 3856 3249;Tools;-1.247,36;Zulauf-Nienow;sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet;11/05/2020
Laura;Succamore;BE06 8908 3856 3249;Automotive;-579,49;Kassulke, Rodriguez and McCullough;porta volutpat erat quisque erat eros;17/09/2020
Laura;Succamore;BE06 8908 3856 3249;Garden;-1.126,23;Bayer, Runolfsson and Roberts;adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci;25/10/2020
Laura;Succamore;BE06 8908 3856 3249;Health;-1.114,97;Considine, Monahan and Bednar;eget nunc donec quis orci eget;22/05/2020
Laura;Succamore;BE06 8908 3856 3249;Baby;-1.145,32;Ernser LLC;blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit;9/05/2020
Laura;Succamore;BE06 8908 3856 3249;Sports;309,16;Tremblay Inc;in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur;8/01/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-683,69;Swaniawski, Cartwright and Wunsch;enim leo rhoncus sed vestibulum sit amet cursus;24/09/2020
Laura;Succamore;BE06 8908 3856 3249;Books;-194,39;Feest, Pouros and Hauck;turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas;12/05/2020
Laura;Succamore;BE06 8908 3856 3249;Music;-1.127,52;Kub-Breitenberg;hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum;15/04/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-373,71;Beatty and Sons;amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam;2/06/2020
Laura;Succamore;BE06 8908 3856 3249;Tools;-1.076,45;Dach-Cummings;vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi;5/07/2020
Laura;Succamore;BE06 8908 3856 3249;Baby;251,14;Pollich-Adams;in sapien iaculis congue vivamus metus arcu adipiscing molestie;19/03/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;465,06;O'Keefe-Leannon;mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate;19/02/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;-1.152,90;Daniel, Schumm and Stokes;consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum;25/08/2020
Laura;Succamore;BE06 8908 3856 3249;Games;-204,15;Jenkins, Ferry and Conroy;vel est donec odio justo sollicitudin ut suscipit a;15/11/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;36,57;Ryan-Goldner;massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst;9/01/2021
Laura;Succamore;BE06 8908 3856 3249;Shoes;-286,9;Mann, Stokes and Gulgowski;lorem integer tincidunt ante vel ipsum praesent blandit;20/06/2020
Laura;Succamore;BE06 8908 3856 3249;Tools;-1.206,21;Grady and Sons;scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean;1/01/2021
Laura;Succamore;BE06 8908 3856 3249;Computers;-324,52;Bauch Group;sed magna at nunc commodo placerat praesent;17/06/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-1.049,99;Moore, Wilkinson and Aufderhar;ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec;6/09/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;385,28;Romaguera and Sons;posuere cubilia curae mauris viverra diam vitae quam;24/05/2020
Laura;Succamore;BE06 8908 3856 3249;Automotive;-1.017,95;Nienow LLC;nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est;20/01/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;248,66;Wilkinson-Koepp;amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla;22/05/2020
Laura;Succamore;BE06 8908 3856 3249;Toys;-1.019,31;Sauer-Stokes;sed tristique in tempus sit amet sem fusce consequat nulla nisl;13/01/2020
Laura;Succamore;BE06 8908 3856 3249;Baby;-1.268,65;Botsford LLC;donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus;29/01/2021
Laura;Succamore;BE06 8908 3856 3249;Music;-84,84;McKenzie-Reynolds;at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia;25/04/2020
Laura;Succamore;BE06 8908 3856 3249;Books;-471,77;Becker, Jacobs and Schumm;aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac;15/11/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-650,64;Runte-Schoen;varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla;12/03/2020
Laura;Succamore;BE06 8908 3856 3249;Games;-720,1;Dickinson, Shanahan and Bechtelar;fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet;3/03/2020
Laura;Succamore;BE06 8908 3856 3249;Electronics;134,93;Harvey-Glover;enim in tempor turpis nec;7/05/2020
Laura;Succamore;BE06 8908 3856 3249;Movies;-961,89;Effertz and Sons;viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est;15/01/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-579,97;Dooley, Bruen and Treutel;pretium nisl ut volutpat sapien arcu sed augue;13/02/2020
Laura;Succamore;BE06 8908 3856 3249;Garden;-74,93;Schamberger Inc;accumsan tortor quis turpis sed;13/01/2020
Laura;Succamore;BE06 8908 3856 3249;Movies;41,36;West Inc;luctus cum sociis natoque penatibus et magnis dis parturient montes;31/07/2020
Laura;Succamore;BE06 8908 3856 3249;Health;-200,09;Kemmer Group;donec posuere metus vitae ipsum;25/01/2021
Laura;Succamore;BE06 8908 3856 3249;Health;396,14;Crooks, Wolf and Will;et magnis dis parturient montes nascetur ridiculus mus etiam vel augue;11/07/2020
Laura;Succamore;BE06 8908 3856 3249;Sports;-557,5;Gleason-Abernathy;justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus;13/06/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-49,1;Dickinson Group;ligula in lacus curabitur;18/04/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-147,81;Balistreri LLC;justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem;11/01/2020
Laura;Succamore;BE06 8908 3856 3249;Industrial;-874,81;Herman-Emard;elit ac nulla sed vel enim;10/12/2020
Laura;Succamore;BE06 8908 3856 3249;Toys;-862,72;Lindgren-Quigley;eget orci vehicula condimentum curabitur in libero ut massa volutpat;26/04/2020
Laura;Succamore;BE06 8908 3856 3249;Beauty;-605,66;Lueilwitz, Fritsch and Jenkins;laoreet ut rhoncus aliquet pulvinar sed nisl nunc;25/04/2020
Laura;Succamore;BE06 8908 3856 3249;Kids;-529,3;Haley Group;dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut;8/08/2020
Laura;Succamore;BE06 8908 3856 3249;Outdoors;496,18;Gleason, Goyette and Hand;erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea;20/04/2020
Laura;Succamore;BE06 8908 3856 3249;Movies;-862,85;Howell, Marquardt and Schuster;curabitur in libero ut;8/07/2020
Laura;Succamore;BE06 8908 3856 3249;Jewelery;206,16;Pfeffer-Ortiz;lobortis ligula sit amet eleifend pede libero;17/01/2021
Laura;Succamore;BE06 8908 3856 3249;Tools;79,33;Roberts-Mills;lectus aliquam sit amet diam in magna bibendum;29/08/2020
Laura;Succamore;BE06 8908 3856 3249;Computers;46,25;Botsford, Bosco and Schmidt;vulputate justo in blandit ultrices enim lorem ipsum dolor sit;14/02/2020
Laura;Succamore;BE06 8908 3856 3249;Movies;-965,84;Boyer, Friesen and Johnston;odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui;24/10/2020
Laura;Succamore;BE06 8908 3856 3249;Clothing;-276,16;Lakin-Volkman;id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi;1/11/2020
Laura;Succamore;BE06 8908 3856 3249;Grocery;-837,34;Lemke-Jacobi;a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna;28/03/2020
Laura;Succamore;BE06 8908 3856 3249;Games;-768,62;Reinger-Ankunding;consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae;15/10/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Health;-620,65;Roberts, Mertz and Hintz;laoreet ut rhoncus aliquet pulvinar;24/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Garden;-936,58;Fisher-Langosh;lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus;5/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Beauty;-487,39;Kshlerin-Abernathy;mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris;11/11/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-249,85;Schamberger LLC;sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum;10/04/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Grocery;-873,4;Lind, O'Hara and Smith;sodales scelerisque mauris sit amet;4/02/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Books;150,11;Shields, Sporer and MacGyver;non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem;1/05/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Shoes;-338;Bradtke Group;placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris;5/04/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Kids;404,51;Durgan LLC;ligula in lacus curabitur at ipsum ac tellus semper interdum;13/03/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Jewelery;-247,78;Emmerich, Langworth and Rodriguez;nam dui proin leo odio porttitor id consequat in consequat ut nulla sed;19/02/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Kids;241,14;Lowe Group;eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan;21/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Grocery;-188,51;Brown-Lesch;odio porttitor id consequat in consequat ut nulla;31/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Shoes;-348,66;Schmeler-Jones;elit proin interdum mauris non ligula pellentesque ultrices phasellus;23/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Kids;332,17;VonRueden and Sons;;5/06/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-676,26;Labadie-Anderson;sem praesent id massa id nisl venenatis lacinia;28/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Tools;-308,46;Mitchell, Hackett and Purdy;amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo;25/07/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Movies;NAN;Rohan-Franecki;ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla;16/07/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Toys;136,2;Veum-Macejkovic;ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus;12/04/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Shoes;42,2;Schmidt, Corkery and Thompson;nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium;16/02/2021
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Grocery;-290,78;Feest, Keeling and Sporer;vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus;28/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Home;-1.068,64;Cassin, Kuhic and Dickens;;28/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Jewelery;-949,23;Tillman, Hartmann and Fadel;morbi a ipsum integer a nibh in quis;21/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Music;-340,38;Kuhic Group;eget massa tempor convallis;27/10/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Toys;147,32;Kuphal-Kutch;etiam justo etiam pretium iaculis justo in;8/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Games;-407,07;Homenick Inc;diam nam tristique tortor eu;29/04/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Music;-1.132,16;Mann-Williamson;laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat;10/04/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Jewelery;-271,94;Miller-Franecki;at diam nam tristique;20/02/2021
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Games;209,65;Lebsack LLC;lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum;2/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Automotive;-1.026,75;Howe, Kling and Glover;tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien;25/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Tools;-1.075,55;Grant, Larkin and Oberbrunner;;21/03/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Computers;-1.174,35;Lind, Casper and Tillman;id luctus nec molestie;9/01/2021
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Health;489,93;White-Cassin;;31/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Sports;-598,01;Cronin, Lehner and Zulauf;iaculis congue vivamus metus arcu adipiscing molestie hendrerit;17/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Movies;-832,16;Kirlin-Okuneva;ante nulla justo aliquam quis turpis eget elit;25/07/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Outdoors;-400,44;Bogisich, Olson and Hessel;elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis;15/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Health;-402,25;Breitenberg-Spinka;20/01/2021;
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Baby;-759,55;Koch Inc;urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius;21/07/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Jewelery;491;Lueilwitz LLC;posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec;3/02/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-247;Lang Group;pellentesque viverra pede ac;9/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Baby;-361,37;Johnson, Mueller and Fritsch;cursus id turpis integer;2/03/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Clothing;-758,57;Gaylord Group;sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in;7/05/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Sports;-1.021,74;Feil LLC;metus vitae ipsum aliquam non;8/06/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Shoes;-1.217,80;Cremin-Mayer;amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem;8/01/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Kids;-1.009,26;Bashirian, Borer and Kunde;luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur;7/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-1.037,54;Kris Group;metus aenean fermentum donec;12/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Electronics;-1.059,80;Ullrich Group;congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien;2/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Electronics;371,67;Towne, McKenzie and Toy;suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec;30/06/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Clothing;-229,14;Dooley and Sons;tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum;5/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-691,47;Jacobs-Stark;ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate;24/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Home;452,87;Gulgowski-Rodriguez;mauris eget massa tempor convallis nulla neque libero convallis eget eleifend;11/10/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Kids;59,87;Hartmann, Bauch and Goyette;porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in;12/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Automotive;379,11;Hamill Group;;7/06/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Health;-91,73;Durgan, Beatty and Macejkovic;lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci;21/07/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Clothing;190,51;Frami-Klein;vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem;26/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Home;-988,07;Hartmann LLC;ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas;5/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Industrial;-956,77;Reilly-Adams;velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat;25/09/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Health;-1.293,09;Reichert-Lubowitz;leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam;9/12/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Outdoors;-282,88;Block-Little;quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere;15/08/2020
Gisèle;Kleinplac;FR46 2485 4249 220L SC4L ISKL U89;Home;-1.262,06;Dibbert-O'Keefe;turpis donec posuere metus vitae;21/09/2020
